url,format,image,start_date,end_date,tz,title,Length
https://d2hxwnssq7ss7g.cloudfront.net/lefVDZuXCGQ6_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/lefVDZuXCGQ6_cvt_00001.jpg,2021-01-06 13:54:00,2021-01-06 13:58:53,EDT,Near Capitol,293027
https://d2hxwnssq7ss7g.cloudfront.net/zbGow7pLsrvy_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/zbGow7pLsrvy_cvt_00001.jpg,2021-01-06 13:55:00,2021-01-06 13:55:09,EDT,Around D.C.,9710
https://d2hxwnssq7ss7g.cloudfront.net/3xX9V5SrmugB_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/3xX9V5SrmugB_cvt_00001.jpg,2021-01-06 13:55:00,2021-01-06 13:55:05,EDT,Near Capitol,5600
https://d2hxwnssq7ss7g.cloudfront.net/rXc86ElnrjRL_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/rXc86ElnrjRL_cvt_00001.jpg,2021-01-06 13:56:00,2021-01-06 13:57:28,EDT,Near Capitol,88800
https://d2hxwnssq7ss7g.cloudfront.net/ayocSVsXW3h3_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/ayocSVsXW3h3_cvt_00001.jpg,2021-01-06 13:57:00,2021-01-06 13:57:18,EDT,Near Capitol,18934
https://d2hxwnssq7ss7g.cloudfront.net/HS34fpbzqg2b_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/HS34fpbzqg2b_cvt_00001.jpg,2021-01-06 13:57:00,2021-01-06 13:59:20,EDT,Near Capitol,140808
https://d2hxwnssq7ss7g.cloudfront.net/tUEMagZjvLVb_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/tUEMagZjvLVb_cvt_00001.jpg,2021-01-06 13:58:00,2021-01-06 14:00:28,EDT,Near Capitol,148873
https://d2hxwnssq7ss7g.cloudfront.net/Qo3hom0Qb1at_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Qo3hom0Qb1at_cvt_00001.jpg,2021-01-06 13:59:00,2021-01-06 13:59:34,EDT,Near Capitol,34434
https://d2hxwnssq7ss7g.cloudfront.net/QgPXUnbdhx3q_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/QgPXUnbdhx3q_cvt_00001.jpg,2021-01-06 13:59:00,2021-01-06 13:59:33,EDT,Near Capitol,33967
https://d2hxwnssq7ss7g.cloudfront.net/IctSUDOGXFtR_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/IctSUDOGXFtR_cvt_00001.jpg,2021-01-06 13:59:00,2021-01-06 13:59:29,EDT,Near Capitol,29046
https://d2hxwnssq7ss7g.cloudfront.net/rqAltiD2WvNU_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/rqAltiD2WvNU_cvt_00001.jpg,2021-01-06 13:59:00,2021-01-06 13:59:54,EDT,Near Capitol,54567
https://d2hxwnssq7ss7g.cloudfront.net/Vb5HCAXswehl_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Vb5HCAXswehl_cvt_00001.jpg,2021-01-06 14:00:00,2021-01-06 14:01:00,EDT,Near Capitol,60594
https://d2hxwnssq7ss7g.cloudfront.net/V29tdVGGqWjR_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/V29tdVGGqWjR_cvt_00001.jpg,2021-01-06 14:00:00,2021-01-06 14:00:15,EDT,Near Capitol,15734
https://d2hxwnssq7ss7g.cloudfront.net/kLb23eMMSAyI_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/kLb23eMMSAyI_cvt_00001.jpg,2021-01-06 14:00:00,2021-01-06 14:00:35,EDT,Near Capitol,35500
https://d2hxwnssq7ss7g.cloudfront.net/FZtB9VgTkhkQ_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/FZtB9VgTkhkQ_cvt_00001.jpg,2021-01-06 14:01:00,2021-01-06 14:03:26,EDT,Near Capitol,146400
https://d2hxwnssq7ss7g.cloudfront.net/8q7VP72QiWhS_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/8q7VP72QiWhS_cvt_00001.jpg,2021-01-06 14:02:00,2021-01-06 14:02:13,EDT,Near Capitol,13948
https://d2hxwnssq7ss7g.cloudfront.net/LPzW6NfUWObI_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/LPzW6NfUWObI_cvt_00001.jpg,2021-01-06 14:03:00,2021-01-06 14:04:22,EDT,Near Capitol,82934
https://d2hxwnssq7ss7g.cloudfront.net/PtxaEFlxfnPZ_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/PtxaEFlxfnPZ_cvt_00001.jpg,2021-01-06 14:03:00,2021-01-06 14:03:26,EDT,Near Capitol,26694
https://d2hxwnssq7ss7g.cloudfront.net/liTeu1lKt5jf_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/liTeu1lKt5jf_cvt_00001.jpg,2021-01-06 14:03:00,2021-01-06 14:06:21,EDT,Near Capitol,201669
https://d2hxwnssq7ss7g.cloudfront.net/mc73qQhgT7Cz_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/mc73qQhgT7Cz_cvt_00001.jpg,2021-01-06 14:03:00,2021-01-06 14:04:58,EDT,Near Capitol,118886
https://d2hxwnssq7ss7g.cloudfront.net/70PxGZN8jdkz_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/70PxGZN8jdkz_cvt_00001.jpg,2021-01-06 14:03:00,2021-01-06 14:03:25,EDT,Near Capitol,25067
https://d2hxwnssq7ss7g.cloudfront.net/samoZXZlikg3_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/samoZXZlikg3_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:14,EDT,Near Capitol,14400
https://d2hxwnssq7ss7g.cloudfront.net/p7xcGbF3C4w0_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/p7xcGbF3C4w0_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:27,EDT,Near Capitol,27267
https://d2hxwnssq7ss7g.cloudfront.net/8dLyJxfRn3cI_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/8dLyJxfRn3cI_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:07:03,EDT,Near Capitol,183450
https://d2hxwnssq7ss7g.cloudfront.net/Hcv3lzEsnWaa_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Hcv3lzEsnWaa_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:07,EDT,Near Capitol,7234
https://d2hxwnssq7ss7g.cloudfront.net/E16JgW3XIPsb_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/E16JgW3XIPsb_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:49,EDT,Around D.C.,49234
https://d2hxwnssq7ss7g.cloudfront.net/ZjhgZ73go6US_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/ZjhgZ73go6US_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:28,EDT,Near Capitol,28934
https://d2hxwnssq7ss7g.cloudfront.net/U4cg0Dfgtz12_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/U4cg0Dfgtz12_cvt_00001.jpg,2021-01-06 14:04:00,2021-01-06 14:04:41,EDT,Near Capitol,41434
https://d2hxwnssq7ss7g.cloudfront.net/0mggY7zRvgMG_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/0mggY7zRvgMG_cvt_00001.jpg,2021-01-06 14:05:00,2021-01-06 14:06:27,EDT,Near Capitol,87655
https://d2hxwnssq7ss7g.cloudfront.net/a8lp9oooOT3m_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/a8lp9oooOT3m_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:06:30,EDT,Near Capitol,30344
https://d2hxwnssq7ss7g.cloudfront.net/YrU3gmZ9Z137_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/YrU3gmZ9Z137_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:06:10,EDT,Near Capitol,10796
https://d2hxwnssq7ss7g.cloudfront.net/reu60mHQDzBX_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/reu60mHQDzBX_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:07:46,EDT,Around D.C.,106607
https://d2hxwnssq7ss7g.cloudfront.net/L731D5I2c0YP_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/L731D5I2c0YP_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:07:38,EDT,Near Capitol,98766
https://d2hxwnssq7ss7g.cloudfront.net/2XUH3sL1gOJ6_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/2XUH3sL1gOJ6_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:06:16,EDT,Near Capitol,16000
https://d2hxwnssq7ss7g.cloudfront.net/CE7LhOl22vJ9_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/CE7LhOl22vJ9_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:06:14,EDT,Near Capitol,14334
https://d2hxwnssq7ss7g.cloudfront.net/TmIiF8Y5fMPQ_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/TmIiF8Y5fMPQ_cvt_00001.jpg,2021-01-06 14:06:00,2021-01-06 14:06:43,EDT,Near Capitol,43167
https://d2hxwnssq7ss7g.cloudfront.net/I7z4onI7z5I6_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/I7z4onI7z5I6_cvt_00001.jpg,2021-01-06 14:07:00,2021-01-06 14:07:18,EDT,Near Capitol,18367
https://d2hxwnssq7ss7g.cloudfront.net/t0sTYrrCqrRE_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/t0sTYrrCqrRE_cvt_00001.jpg,2021-01-06 14:07:00,2021-01-06 14:07:59,EDT,Near Capitol,59034
https://d2hxwnssq7ss7g.cloudfront.net/OpeBH66qudQA_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/OpeBH66qudQA_cvt_00001.jpg,2021-01-06 14:07:00,2021-01-06 14:07:47,EDT,Near Capitol,47915
https://d2hxwnssq7ss7g.cloudfront.net/NXkDQf7Cti2Y_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/NXkDQf7Cti2Y_cvt_00001.jpg,2021-01-06 14:07:00,2021-01-06 14:07:59,EDT,Near Capitol,59560
https://d2hxwnssq7ss7g.cloudfront.net/bzNUYUvf92RP_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/bzNUYUvf92RP_cvt_00001.jpg,2021-01-06 14:08:00,2021-01-06 14:09:29,EDT,Near Capitol,89434
https://d2hxwnssq7ss7g.cloudfront.net/njrSL5VFhbnP_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/njrSL5VFhbnP_cvt_00001.jpg,2021-01-06 14:08:00,2021-01-06 14:08:10,EDT,Near Capitol,10400
https://d2hxwnssq7ss7g.cloudfront.net/OIuhPB7lv5Y0_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/OIuhPB7lv5Y0_cvt_00001.jpg,2021-01-06 14:08:00,2021-01-06 14:10:18,EDT,Near Capitol,138334
https://d2hxwnssq7ss7g.cloudfront.net/wd3geYW1nvRL_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/wd3geYW1nvRL_cvt_00001.jpg,2021-01-06 14:08:00,2021-01-06 14:09:32,EDT,Near Capitol,92929
https://d2hxwnssq7ss7g.cloudfront.net/PwoSeJkaPd5b_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/PwoSeJkaPd5b_cvt_00001.jpg,2021-01-06 14:08:00,2021-01-06 14:08:11,EDT,Near Capitol,11767
https://d2hxwnssq7ss7g.cloudfront.net/PPhVzxfjg70g_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/PPhVzxfjg70g_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:14:13,EDT,Near Capitol,313814
https://d2hxwnssq7ss7g.cloudfront.net/Uc6znqKs3w7S_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Uc6znqKs3w7S_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:16:03,EDT,Near Capitol,423123
https://d2hxwnssq7ss7g.cloudfront.net/GDnybzI29aCx_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/GDnybzI29aCx_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:09:43,EDT,Near Capitol,43734
https://d2hxwnssq7ss7g.cloudfront.net/pt4FtwnKbCIy_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/pt4FtwnKbCIy_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:09:07,EDT,Near Capitol,7034
